ID,Name,Brand,Actual Price,RAM_GB,Storage_GB,CPU_Tier,GPU_Tier,RAM_Score,Storage_Score,CPU_Score,GPU_Score,Price_Score
235,Dell Vostro 3530 Ci3-1305U (8GB-512GB SSD),Dell,143000,8,8,Entry,NA,-0.28697659641168494,-1.059766418264087,1,0,0.9387284854356184
237,Acer Nitro V15 13th Gen Core i7-13620H (16GB-512GB SSD) RTX 4060 8GB Graphics,Acer,305000,16,16,Upper-Mid,Upper-Mid,-0.205421750067035,-1.0415005095584278,3,2,0.15615709324174656
239,HP OmniBook 5 16-AF1095CL Core Ultra 9 285H (32GB 1TB),Hp,370000,32,1024,High,NA,-0.042312057377735045,1.2600039873546187,4,0,-0.1578376011570292
240,HP EliteBook 840 G11 Ultra 7-155U vPro (16GB-512GB SSD),Hp,380000,16,16,Upper-Mid,NA,-0.205421750067035,-1.0415005095584278,3,0,-0.20614447721837928
244,HP 15s FD0107TU 15.6 Inches 13th Gen Core i5 1335u Win 11 (8GB - 512GB),Hp,219999,8,512,Mid,NA,-0.28697659641168494,0.09098583019243638,2,0,0.5667703704508287
245,"HP 15-DY5131WM Laptop 12thGen Core i3 (8GB RAM, 256GB SSD)",Hp,135000,256,256,Entry,NA,2.241223640272464,-0.4935232483886548,1,0,0.9773739862846985
246,HP Envy 14-ES0013DX 13th Gen Core i5-1335U (8GB DDR4-512GB SSD),Hp,220000,512,512,Mid,NA,4.850978723301264,0.09098583019243638,2,0,0.5667655397632225
247,Dell Vostro 3520 12th Gen Core i3 15.6 inches (8GB-512GB),Dell,125000,8,512,Entry,NA,-0.28697659641168494,0.09098583019243638,1,0,1.0256808623460485
248,HP 15 FD0240TU 13th Gen Core i5 1334u (8GB-512GB),Hp,185000,8,512,Mid,NA,-0.28697659641168494,0.09098583019243638,2,0,0.735839605977948
251,Dell Inspiron 16 5640 Core i5-1334U (16GB-512GB SSD),Dell,209999,16,16,Mid,NA,-0.205421750067035,-1.0415005095584278,2,0,0.6150772465121788
253,Infinix INBook X2 1035G1 14 Inches Core i5 (8GB RAM - 512GB SSD),Infinix,159999,512,512,Mid,NA,4.850978723301264,0.09098583019243638,2,0,0.8566116268189293
254,HP 15s FQ5096TU 15.6 Inches 12th Gen Core i3 Win 11 (4GB - 256GB),Hp,152000,4,256,Entry,NA,-0.32775401958400996,-0.4935232483886548,1,0,0.8952522969804033
255,HP 15S-FQ5317TU Laptop 12th Gen Core i5 (8GB-512GB),Hp,180000,8,512,Mid,NA,-0.28697659641168494,0.09098583019243638,2,0,0.759993044008623
256,HP 15S-FQ5299NIA Laptop 12th Gen Core i7 (8GB-512GB SSD),Hp,220000,8,8,Upper-Mid,NA,-0.28697659641168494,-1.059766418264087,3,0,0.5667655397632225
258,Dell Vostro 3520 12th Gen Core i5 15.6 inches (8GB-512GB),Dell,150000,8,512,Mid,NA,-0.28697659641168494,0.09098583019243638,2,0,0.9049136721926733
259,HP Victus 15-FA0212TX Gaming Laptop 12th Gen Core i7-12650H (16GB-512GB),Hp,320000,16,512,Upper-Mid,NA,-0.205421750067035,0.09098583019243638,3,0,0.08369677914972139
263,Acer Predator Helios Neo PH16-72-903U Intel Core i9-14900HX (32GB-1TB SSD),Acer,499999,32,1024,High,NA,-0.042312057377735045,1.2600039873546187,4,0,-0.7858221592669745
266,Infinix INBook Y1 Plus Laptop Core i3 (8GB-256GB SSD) International,Infinix,111999,8,8,Entry,NA,-0.28697659641168494,-1.059766418264087,1,0,1.0884846319134098
267,HP Laptop 15S FQ5276NIA i3 12th Gen (4GB-256GB),Hp,125000,4,256,Entry,NA,-0.32775401958400996,-0.4935232483886548,1,0,1.0256808623460485
269,HP 15S-FQ5340TU Core i3 12th Gen (8GB-256GB),Hp,120000,8,256,Entry,NA,-0.28697659641168494,-0.4935232483886548,1,0,1.0498343003767237
272,HP Envy 16-H1053DX 13th Gen Core i7-13700H (16GB-1TB),Hp,400000,16,1024,Upper-Mid,NA,-0.205421750067035,1.2600039873546187,3,0,-0.30275822934107954
276,Acer Predator Helios Neo PHN14-51-97X1 Intel Core Ultra 9-185H (32GB-1TB SSD),Acer,550000,32,1024,High,NA,-0.042312057377735045,1.2600039873546187,4,0,-1.0273613702613311
277,Lenovo IdeaPad Slim 5 Core i5 13420H DOS (16GB-512GB SSD),Lenovo,199999,16,16,Mid,NA,-0.205421750067035,-1.0415005095584278,2,0,0.6633841225735289
278,HP 15s FQ5099TU 15.6 Inches 12th Gen Core i7 Win 11 (8GB - 512GB),Hp,199999,8,512,Upper-Mid,NA,-0.28697659641168494,0.09098583019243638,3,0,0.6633841225735289
279,Lenovo Ideapad 5 15.6 Inches 11th Gen Core i5 DOS (8GB - 512GB),Lenovo,174999,8,512,Mid,NA,-0.28697659641168494,0.09098583019243638,2,0,0.7841513127269042
280,Lenovo Ideapad 3 15.6 Inches 11th Gen Core i7 DOS (8GB - 1TB),Lenovo,184999,8,1024,Upper-Mid,NA,-0.28697659641168494,1.2600039873546187,3,0,0.7358444366655541
281,HP 250 G9 15.6 Inches 12th Gen core i5 DOS (8GB - 512GB),Hp,189999,8,512,Mid,NA,-0.28697659641168494,0.09098583019243638,2,0,0.711690998634879
283,ASUS Expertbook B1402CVA 13th Gen Core i7 (16GB-512GB),Asus,200000,16,512,Upper-Mid,NA,-0.205421750067035,0.09098583019243638,3,0,0.6633792918859227
287,HP 15s FD0110TU - Raptor Lake - 13th Gen Core i7 (16GB-512GB),Hp,270000,16,512,Upper-Mid,NA,-0.205421750067035,0.09098583019243638,3,0,0.32523115945647196
290,Dell Inspiron 15 3530 13th Gen Core i7 1355U (16GB-512GB SSD),Dell,219999,16,16,Upper-Mid,NA,-0.205421750067035,-1.0415005095584278,3,0,0.5667703704508287
292,Acer Predator Helios Neo PH16-72-99PA Intel Core i9-14900HX (32GB-1TB SSD),Acer,449999,32,1024,High,NA,-0.042312057377735045,1.2600039873546187,4,0,-0.544287778960224
293,Acer Predator Helios Neo PH16-72-97T1 Intel Core i9-14900HX (32GB-1TB SSD),Acer,950000,32,1024,High,NA,-0.042312057377735045,1.2600039873546187,4,0,-2.959636412715336
