"ID","Name","Discounted Price","Actual Price","Saving","Rating","Reviews","Brand","Core","SSD","Model","Has_GPU","GPU_Family","GPU_Model","GPU_Tier","CPU_Text","CPU_Brand","CPU_Tier","RAM_GB","Storage_GB"
278,"HP 15s FQ5099TU 15.6 Inches 12th Gen Core i7 Win 11 (8GB - 512GB)",173999,199999,"13% OFF",NA,NA,"Hp","Core i7",NA,"15s FQ5099TU 15.6 Inches 12th Gen Core i7 Win 11",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",8,512
279,"Lenovo Ideapad 5 15.6 Inches 11th Gen Core i5 DOS (8GB - 512GB)",144599,174999,"17% OFF",5,1,"Lenovo","Core i5",NA,"Ideapad 5 15.6 Inches 11th Gen Core i5 DOS",FALSE,NA,NA,NA,"Core i5","Intel","Mid",8,512
280,"Lenovo Ideapad 3 15.6 Inches 11th Gen Core i7 DOS (8GB - 1TB)",155999,184999,"16% OFF",NA,NA,"Lenovo","Core i7",NA,"Ideapad 3 15.6 Inches 11th Gen Core i7 DOS",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",8,1024
281,"HP 250 G9 15.6 Inches 12th Gen core i5 DOS (8GB - 512GB)",152999,189999,"19% OFF",NA,NA,"Hp",NA,NA,"250 G9 15.6 Inches 12th Gen core i5 DOS",FALSE,NA,NA,NA,"HP 250 G9 15.6 Inches 12th Gen core i5 DOS (8GB - 512GB)",NA,"Mid",8,512
282,"DELL Vostro 15 3520 Laptop 12th Gen Core i5",134999,170000,"21% OFF",NA,NA,"Dell","Core i5",NA,"Vostro 15 3520 Laptop 12th Gen Core i5",FALSE,NA,NA,NA,"Core i5","Intel","Mid",NA,NA
283,"ASUS Expertbook B1402CVA 13th Gen Core i7 (16GB-512GB)",156999,2e+05,"22% OFF",NA,NA,"Asus","Core i7",NA,"Expertbook B1402CVA 13th Gen Core i7",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",16,512
284,"Apple MACBOOK AIR 13” M3 CHIP MRXV3 8-256",288999,4e+05,"28% OFF",5,1,"Apple","M3",NA,"MACBOOK AIR 13” M3 CHIP MRXV3 8-256",FALSE,NA,NA,NA,"M3","Apple","High",NA,NA
285,"HP Pavilion 15 EH3050au - AMD Ryzen 7 7730U Octa Core (16GB-1TB)",198499,245000,"19% OFF",NA,NA,"Hp","Ryzen 7",NA,"Pavilion 15 EH3050au - AMD Ryzen 7 7730U Octa Core",FALSE,NA,NA,NA,"Ryzen 7","AMD",NA,16,1024
286,"HP Envy 2 in 1 16 AC0023dx Intel Core Ultra 7 155U Processor (16GB-1tb)",251999,299000,"16% OFF",NA,NA,"Hp","Ultra 7",NA,"Envy 2 in 1 16 AC0023dx Intel Core Ultra 7 155U Processor",FALSE,NA,NA,NA,"Ultra 7","Intel","Upper-Mid",16,NA
287,"HP 15s FD0110TU - Raptor Lake - 13th Gen Core i7 (16GB-512GB)",222999,270000,"17% OFF",NA,NA,"Hp","Core i7",NA,"15s FD0110TU - Raptor Lake - 13th Gen Core i7",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",16,512
288,"Lenovo ThinkPad E14 Gen 4 Ryzen 5 DOS",141999,180000,"21% OFF",NA,NA,"Lenovo","Ryzen 5",NA,"ThinkPad E14 Gen 4 Ryzen 5 DOS",FALSE,NA,NA,NA,"Ryzen 5","AMD",NA,NA,NA
289,"Apple MacBook Air MRXN3 M3 8-Core Chip",288999,3e+05,"4% OFF",NA,NA,"Apple","M3",NA,"MacBook Air MRXN3 M3 8-Core Chip",FALSE,NA,NA,NA,"M3","Apple","High",NA,NA
290,"Dell Inspiron 15 3530 13th Gen Core i7 1355U (16GB-512GB SSD)",189999,219999,"14% OFF",NA,NA,"Dell","Core i7","16GB-512GB SSD","Inspiron 15 3530 13th Gen Core i7 1355U",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",16,16
291,"Dell Inspiron 3535 AMD Ryzen 7-7730U (16GB-512GB SSD)",134499,142999,"6% OFF",NA,NA,"Dell","Ryzen 7","16GB-512GB SSD","Inspiron 3535 AMD Ryzen 7-7730U",FALSE,NA,NA,NA,"Ryzen 7","AMD",NA,16,16
292,"Acer Predator Helios Neo PH16-72-99PA Intel Core i9-14900HX (32GB-1TB SSD)",430999,449999,"4% OFF",NA,NA,"Acer","Core i9",NA,"Predator Helios Neo PH16-72-99PA Intel Core i9-14900HX",FALSE,NA,NA,NA,"Core i9","Intel","High",32,1024
293,"Acer Predator Helios Neo PH16-72-97T1 Intel Core i9-14900HX (32GB-1TB SSD)",781999,950000,"18% OFF",NA,NA,"Acer","Core i9",NA,"Predator Helios Neo PH16-72-97T1 Intel Core i9-14900HX",FALSE,NA,NA,NA,"Core i9","Intel","High",32,1024
294,"ASUS ROG Zephyrus G14 GA403UM Ryzen 9-270 (16GB-1TB SSD) RTX 5060 8GB",499999,550000,"9% OFF",NA,NA,"Asus","Ryzen 9",NA,"ROG Zephyrus G14 GA403UM Ryzen 9-270  RTX 5060 8GB",TRUE,"RTX",5060,"High","Ryzen 9","AMD",NA,16,1024
295,"Lenovo ThinkPad E15 15.6 Inches AMD Ryzen 7 (08GB RAM - 512GB SSD)",145500,NA,NA,NA,NA,"Lenovo","Ryzen 7","512GB SSD","ThinkPad E15 15.6 Inches AMD Ryzen 7",FALSE,NA,NA,NA,"Ryzen 7","AMD",NA,512,512
296,"ASUS Expertbook B3402FB 12th gen Core i7 (16GB-512GB)",225000,NA,NA,NA,NA,"Asus","Core i7",NA,"Expertbook B3402FB 12th gen Core i7",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",16,512
297,"ASUS TUF FX507ZC4-HN096 12th Gen Core i5 (16GB-512GB)",260000,NA,NA,NA,NA,"Asus","Core i5",NA,"TUF FX507ZC4-HN096 12th Gen Core i5",FALSE,NA,NA,NA,"Core i5","Intel","Mid",16,512
298,"Lenovo Thinkpad E15 15.6 Inches Core i5 (8GB RAM - 512GB HDD)",153000,NA,NA,NA,NA,"Lenovo","Core i5",NA,"Thinkpad E15 15.6 Inches Core i5",FALSE,NA,NA,NA,"Core i5","Intel","Mid",8,512
299,"ASUS Expertbook B1402CBA 12th Gen Core i5 (8GB-512GB)",155000,NA,NA,NA,NA,"Asus","Core i5",NA,"Expertbook B1402CBA 12th Gen Core i5",FALSE,NA,NA,NA,"Core i5","Intel","Mid",8,512
300,"ASUS TUF FX507ZC4-HN153 12th Gen Core i7 (16GB-512GB)",3e+05,NA,NA,NA,NA,"Asus","Core i7",NA,"TUF FX507ZC4-HN153 12th Gen Core i7",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",16,512
301,"ASUS TUF FX507ZV4-LP349 12th Gen Core i7 (16GB-512GB)",345000,NA,NA,NA,NA,"Asus","Core i7",NA,"TUF FX507ZV4-LP349 12th Gen Core i7",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",16,512
302,"Infinix GT BOOK Core i9 13900H (32GB - 1TB)",442999,NA,NA,NA,NA,"Infinix","Core i9",NA,"GT BOOK Core i9 13900H",FALSE,NA,NA,NA,"Core i9","Intel","High",32,1024
303,"ASUS Expertbook B1500CBA 12th Gen Core i7 (16GB-512GB)",205000,NA,NA,NA,NA,"Asus","Core i7",NA,"Expertbook B1500CBA 12th Gen Core i7",FALSE,NA,NA,NA,"Core i7","Intel","Upper-Mid",16,512
304,"ASUS TUF FX507ZC4-HN129 12th Gen Core i5 (8GB-512GB)",255000,NA,NA,NA,NA,"Asus","Core i5",NA,"TUF FX507ZC4-HN129 12th Gen Core i5",FALSE,NA,NA,NA,"Core i5","Intel","Mid",8,512
305,"Asus ROG Zephyrus G15 GA503QR 15.6 Inches Ryzen 9 5900HS Octa-Core (16GB RAM - 1TB SSD)",399900,NA,NA,NA,NA,"Asus","Ryzen 9",NA,"ROG Zephyrus G15 GA503QR 15.6 Inches Ryzen 9 5900HS Octa-Core",FALSE,NA,NA,NA,"Ryzen 9","AMD",NA,16,1024
